1,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
2,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
3,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
4,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
5,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
6,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
7,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
8,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
9,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
11,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
12,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
13,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
14,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
15,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
16,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
17,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
18,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
19,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
20,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
21,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
22,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
23,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
24,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
25,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
26,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
27,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
28,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
29,2,2,4,2,2,2,4,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1
