data_id,data_cnt,origin_vote,S_id,vote,random_label
1124,75,9,10,10,3
1125,1,12,636,16,7
1126,56,14,15,15,17
1127,1,24,637,24,11
1128,33,20,17,17,22
1129,1,22,638,23,21
1130,1,24,639,23,1
1131,1,2,640,3,6
1132,1,7,641,12,21
1133,53,22,21,21,17
1134,1,8,642,7,16
1135,1,22,643,21,15
1136,37,3,4,4,19
1137,43,5,5,5,15
1138,1,2,644,3,5
1139,1,2,645,3,8
1140,56,14,15,15,2
1141,17,21,8,8,15
1142,1,7,646,12,16
1143,1,2,647,3,15
1144,56,14,15,15,5
1145,67,11,11,11,4
1146,67,11,11,11,6
1147,1,11,648,11,21
1148,67,11,11,11,15
1149,53,22,21,21,1
1150,53,22,21,21,3
1151,44,1,1,1,13
1152,75,9,10,10,7
1153,67,11,11,11,12
1154,32,25,25,25,5
1155,56,14,15,15,20
1156,75,9,10,10,4
1157,1,23,649,22,11
1158,23,4,13,13,15
1159,37,3,4,4,19
1160,1,24,650,23,15
1161,44,1,1,1,14
1162,63,16,20,20,9
1163,1,22,651,23,14
1164,56,14,15,15,21
1165,1,10,652,2,24
1166,9,18,18,18,22
1167,1,10,653,2,21
1168,63,16,20,20,1
1169,63,16,20,20,13
1170,86,8,7,7,24
1171,1,18,654,18,16
1172,1,4,655,13,6
1173,86,8,7,7,1
1174,1,23,656,22,17
1175,1,7,657,12,19
1176,1,21,658,23,16
1177,1,2,659,11,12
1178,1,24,660,24,13
1179,1,24,661,24,10
1180,1,17,662,22,19
1181,1,17,663,22,14
1182,1,17,664,22,1
1183,1,17,665,19,1
1184,75,9,10,10,1
1185,1,7,666,12,16
1186,75,9,10,10,5
1187,1,2,667,3,24
1188,75,9,10,10,25
1189,1,21,668,23,14
1190,44,1,1,1,21
1191,1,25,669,25,4
1192,1,20,670,14,8
1193,1,10,671,2,14
1194,1,10,672,2,10
1195,1,23,673,22,8
1196,1,15,674,14,18
1197,67,11,11,11,20
1198,44,1,1,1,12
1199,1,2,675,3,21
1200,1,15,676,14,3
1201,11,13,9,9,15
1202,63,16,20,20,5
1203,1,1,677,1,9
1204,1,15,678,14,16
1205,1,10,679,2,21
1206,1,24,680,24,19
1207,1,23,681,22,10
1208,1,22,682,21,2
1209,86,8,7,7,22
1210,67,11,11,11,16
1211,1,17,683,19,6
1212,44,1,1,1,19
1213,1,15,684,14,25
1214,1,13,685,9,2
1215,1,13,686,9,1
1216,23,4,13,13,4
1217,1,5,687,5,3
1218,75,9,10,10,22
1219,75,9,10,10,19
1220,63,16,20,20,9
1221,1,21,688,23,21
1222,1,19,689,23,25
1223,67,11,11,11,16
1224,1,23,690,22,17
1225,32,25,25,25,15
1226,1,17,691,19,12
1227,67,11,11,11,9
1228,1,19,692,23,7
1229,1,24,693,24,16
1230,1,24,694,24,2
1231,1,24,695,24,21
1232,1,12,696,16,2
1233,1,24,697,24,15
1234,1,24,698,24,16
1235,1,24,699,24,25
1236,67,11,11,11,19
1237,1,15,700,14,17
1238,1,25,701,25,7
1239,1,25,702,25,6
1240,1,24,703,24,1
1241,1,19,704,12,4
1242,44,1,1,1,1
1243,37,3,4,4,7
1244,44,1,1,1,13
1245,1,19,705,12,19
1246,44,1,1,1,23
1247,75,9,10,10,2
1248,1,7,706,12,2
1249,44,1,1,1,21
1250,1,23,707,22,13
1251,44,1,1,1,14
1252,44,1,1,1,20
1253,1,13,708,9,19
1254,63,16,20,20,6
1255,1,18,709,18,7
1256,1,19,710,12,10
1257,75,9,10,10,12
1258,1,20,711,17,16
1259,19,23,22,22,15
1260,1,24,712,23,24
1261,32,25,25,25,9
1262,44,1,1,1,13
1263,44,1,1,1,17
1264,1,19,713,12,23
1265,56,14,15,15,25
1266,1,21,714,23,22
1267,44,1,1,1,13
1268,33,20,17,17,20
1269,1,24,715,24,25
1270,44,1,1,1,15
1271,1,19,716,12,14
1272,1,19,717,12,24
1273,1,19,718,12,3
1274,1,5,719,21,18
1275,86,8,7,7,13
1276,1,19,720,12,23
1277,75,9,10,10,12
1278,1,7,721,12,17
1279,86,8,7,7,22
1280,1,23,722,22,8
1281,1,19,723,23,20
1282,1,13,724,9,5
1283,1,12,725,16,7
1284,1,21,726,23,5
1285,1,7,727,12,1
1286,1,19,728,23,10
1287,1,15,729,14,9
1288,33,20,17,17,1
1289,44,1,1,1,5
1290,1,22,730,23,8
1291,1,10,731,13,15
1292,86,8,7,7,25
1293,1,12,732,16,10
1294,44,1,1,1,3
1295,1,19,733,12,12
1296,1,25,734,25,16
1297,75,9,10,10,21
1298,1,23,735,22,8
1299,1,10,736,2,13
1300,75,9,10,10,20
1301,1,10,737,2,22
1302,86,8,7,7,16
1303,1,13,738,9,17
1304,1,6,739,6,11
1305,86,8,7,7,21
1306,1,15,740,14,18
1307,42,6,6,6,3
1308,1,24,741,19,19
1309,86,8,7,7,13
1310,1,10,742,2,22
1311,1,13,743,9,7
1312,1,10,744,13,14
1313,1,24,745,23,7
1314,1,21,746,23,25
1315,1,18,747,18,18
1316,67,11,11,11,7
1317,1,12,748,16,13
1318,1,23,749,22,13
1319,1,23,750,22,13
1320,1,23,751,22,20
1321,1,23,752,22,24
1322,19,23,22,22,20
1323,1,16,753,20,5
1324,1,10,754,13,15
1325,1,24,755,23,12
1326,1,24,756,23,2
1327,53,22,21,21,14
1328,19,23,22,22,15
1329,1,19,757,23,20
1330,1,6,758,6,15
1331,1,24,759,23,17
1332,1,19,760,23,22
1333,43,5,5,5,19
1334,1,19,761,23,20
1335,1,19,762,23,10
1336,1,19,763,23,19
1337,67,11,11,11,1
1338,1,24,764,24,14
1339,1,24,765,24,10
1340,86,8,7,7,13
1341,1,21,766,24,14
1342,1,17,767,19,11
1343,1,23,768,22,8
1344,33,20,17,17,14
1345,67,11,11,11,24
1346,67,11,11,11,18
1347,1,12,769,16,4
1348,32,25,25,25,24
1349,86,8,7,7,16
1350,1,24,770,24,22
1351,1,25,771,25,18
1352,1,21,772,23,25
1353,1,20,773,17,11
1354,1,17,774,19,9
1355,67,11,11,11,9
1356,1,8,775,7,23
1357,1,17,776,19,14
1358,1,16,777,20,8
1359,1,21,778,23,5
1360,86,8,7,7,13
1361,1,17,779,19,10
1362,1,25,780,25,9
1363,1,2,781,11,10
1364,19,23,22,22,6
1365,1,17,782,19,16
1366,1,22,783,20,25
1367,1,10,784,2,4
1368,1,17,785,19,17
1369,53,22,21,21,10
1370,19,23,22,22,16
1371,1,18,786,18,3
1372,1,15,787,14,14
1373,53,22,21,21,19
1374,1,17,788,19,6
1375,53,22,21,21,11
1376,1,23,789,22,16
1377,1,1,790,1,5
1378,63,16,20,20,9
1379,1,10,791,2,11
1380,19,23,22,22,16
1381,19,23,22,22,4
1382,1,15,792,14,24
1383,1,15,793,14,23
1384,1,10,794,13,9
1385,1,18,795,18,15
1386,1,13,796,9,11
1387,1,18,797,18,20
1388,1,18,798,18,19
1389,1,17,799,19,11
1390,1,18,800,18,3
1391,1,13,801,9,21
1392,1,6,802,6,4
1393,75,9,10,10,7
1394,63,16,20,20,24
1395,75,9,10,10,8
1396,1,10,803,13,13
1397,9,18,18,18,4
1398,37,3,4,4,17
1399,37,3,4,4,3
1400,37,3,4,4,11
1401,1,25,804,25,23
1402,1,10,805,2,23
1403,1,22,806,23,25
1404,1,22,807,21,24
1405,1,13,808,9,20
1406,42,6,6,6,6
1407,1,18,809,18,6
1408,1,21,810,23,6
1409,1,23,811,22,10
1410,1,23,812,22,3
1411,1,19,813,23,8
1412,33,20,17,17,23
1413,1,20,814,17,3
1414,44,1,1,1,23
1415,1,24,815,23,24
1416,1,17,816,19,7
1417,1,19,817,23,16
1418,1,2,818,3,25
1419,75,9,10,10,19
1420,1,17,819,19,6
1421,1,9,820,10,18
1422,56,14,15,15,22
1423,44,1,1,1,9
1424,1,19,821,23,6
1425,1,9,822,10,11
1426,1,15,823,14,19
1427,86,8,7,7,22
1428,1,17,824,19,6
1429,1,23,825,22,16
1430,1,2,826,3,12
1431,1,25,827,25,22
1432,1,10,828,2,23
1433,1,13,829,9,25
1434,1,13,830,9,11
1435,17,21,8,8,2
1436,1,24,831,24,8
1437,1,23,832,22,3
1438,1,23,833,22,25
1439,1,18,834,18,4
1440,1,17,835,19,5
1441,67,11,11,11,21
1442,86,8,7,7,25
1443,1,17,836,19,22
1444,86,8,7,7,15
1445,17,21,8,8,11
1446,1,21,837,23,7
1447,1,25,838,25,22
1448,67,11,11,11,24
1449,1,11,839,11,22
1450,1,19,840,23,1
1451,86,8,7,7,16
1452,1,23,841,22,9
1453,1,25,842,25,22
1454,1,25,843,23,2
1455,1,25,844,25,16
1456,67,11,11,11,15
1457,1,25,845,25,1
1458,1,18,846,18,6
1459,86,8,7,7,10
1460,53,22,21,21,15
1461,17,21,8,8,3
1462,17,21,8,8,16
1463,1,24,847,24,9
1464,1,25,848,25,8
1465,1,24,849,24,9
1466,1,23,850,4,18
1467,1,17,851,19,24
1468,42,6,6,6,19
1469,1,17,852,19,3
1470,32,25,25,25,20
1471,42,6,6,6,8
1472,42,6,6,6,15
1473,42,6,6,6,19
1474,1,17,853,19,7
1475,1,25,854,25,9
1476,1,3,855,4,10
1477,1,23,856,22,15
1478,86,8,7,7,9
1479,1,12,857,16,16
1480,1,8,858,7,15
1481,1,24,859,24,20
1482,1,7,860,12,17
1483,1,7,861,12,13
1484,1,18,862,18,18
1485,1,18,863,18,22
1486,1,23,864,4,19
1487,86,8,7,7,11
1488,33,20,17,17,14
1489,67,11,11,11,18
1490,1,2,865,11,16
1491,1,15,866,14,14
1492,1,17,867,19,13
1493,1,2,868,11,9
1494,86,8,7,7,20
1495,56,14,15,15,14
1496,86,8,7,7,6
1497,1,17,869,19,1
1498,1,23,870,22,9
1499,1,8,871,7,15
1500,1,14,872,15,19
1501,1,17,873,19,17
1502,67,11,11,11,16
1503,86,8,7,7,3
1504,1,21,874,8,15
1505,1,21,875,8,18
1506,86,8,7,7,4
1507,1,2,876,3,20
1508,63,16,20,20,17
1509,1,14,877,15,7
1510,1,17,878,19,20
1511,1,2,879,3,19
1512,1,12,880,16,11
1513,1,7,12,12,8
1514,63,16,20,20,15
1515,1,15,881,18,22
1516,1,24,882,24,9
1517,67,11,11,11,16
1518,1,25,883,25,4
1519,1,17,884,19,25
1520,44,1,1,1,16
1521,56,14,15,15,13
1522,1,24,885,23,10
1523,67,11,11,11,20
1524,1,10,886,13,5
1525,67,11,11,11,7
1526,1,19,887,23,6
1527,1,12,888,16,15
1528,1,2,889,11,10
1529,1,9,890,10,14
1530,1,17,891,19,5
1531,1,22,892,21,13
1532,44,1,1,1,6
1533,1,8,893,7,20
1534,1,25,894,25,7
1535,1,19,895,23,21
1536,1,21,896,23,2
1537,1,24,897,24,9
1538,1,25,898,25,13
1539,63,16,20,20,8
1540,1,21,899,8,15
1541,1,21,900,8,12
1542,1,17,901,22,14
1543,17,21,8,8,2
1544,1,25,902,25,1
1545,1,10,903,13,1
1546,1,20,904,23,19
1547,75,9,10,10,16
1548,1,20,905,17,14
1549,1,17,906,19,25
1550,1,21,907,8,7
1551,75,9,10,10,22
1552,1,21,908,8,12
1553,1,21,909,8,21
1554,1,25,910,25,4
1555,1,23,911,22,7
1556,1,12,912,16,23
1557,37,3,4,4,18
1558,1,5,913,5,23
1559,37,3,4,4,9
1560,63,16,20,20,4
1561,1,22,914,21,18
1562,75,9,10,10,18
1563,1,25,915,25,4
1564,1,23,916,22,5
1565,37,3,4,4,1
1566,42,6,6,6,23
1567,63,16,20,20,13
1568,1,15,917,14,12
1569,1,24,918,24,6
1570,86,8,7,7,9
1571,1,24,919,24,6
1572,1,12,920,16,17
1573,23,4,13,13,2
1574,1,20,921,17,3
1575,86,8,7,7,4
1576,63,16,20,20,4
1577,86,8,7,7,22
1578,86,8,7,7,18
1579,1,7,922,12,17
1580,1,5,923,5,12
1581,1,5,924,5,5
1582,86,8,7,7,2
1583,44,1,1,1,25
1584,1,23,925,22,16
1585,1,24,926,24,16
1586,1,23,927,22,25
1587,1,19,928,23,17
1588,1,7,929,12,22
1589,1,24,930,24,18
1590,1,24,931,24,13
1591,1,23,932,22,25
1592,44,1,1,1,20
1593,1,17,933,19,14
1594,1,24,934,24,14
1595,1,7,935,12,10
1596,63,16,20,20,23
1597,1,10,936,13,24
1598,1,19,937,23,4
1599,56,14,15,15,7
1600,75,9,10,10,10
1601,17,21,8,8,1
1602,63,16,20,20,13
1603,1,17,938,19,19
1604,1,12,939,16,12
1605,1,2,940,3,5
1606,75,9,10,10,7
1607,75,9,10,10,1
1608,43,5,5,5,18
1609,1,24,941,24,24
1610,1,18,942,18,2
1611,1,18,943,9,7
1612,17,21,8,8,5
1613,1,24,944,24,6
1614,1,19,945,23,20
1615,1,7,946,12,4
1616,1,17,947,19,18
1617,67,11,11,11,19
1618,1,7,948,12,20
1619,1,18,949,18,22
1620,17,21,8,8,2
1621,1,18,950,18,3
1622,19,23,22,22,12
1623,19,23,22,22,21
1624,1,25,951,25,25
1625,1,25,952,25,18
1626,63,16,20,20,2
1627,86,8,7,7,15
1628,1,18,953,18,4
1629,67,11,11,11,10
1630,17,21,8,8,7
1631,37,3,4,4,4
1632,1,17,954,19,2
1633,17,21,8,8,4
1634,37,3,4,4,24
1635,37,3,4,4,22
1636,1,23,955,22,24
1637,32,25,25,25,25
1638,75,9,10,10,23
1639,1,12,956,16,2
1640,1,11,957,11,10
1641,1,25,958,25,10
1642,1,4,959,23,13
1643,1,13,960,9,20
1644,1,25,961,25,4
1645,1,10,962,2,23
1646,1,7,963,12,6
1647,1,7,964,12,21
1648,1,17,965,19,16
1649,1,17,966,19,1
1650,1,17,967,19,21
1651,1,10,968,2,15
1652,1,19,969,23,7
1653,1,19,970,23,16
1654,1,19,971,23,22
1655,33,20,17,17,13
1656,17,21,8,8,25
1657,56,14,15,15,25
