61,62,63,64,53,66,52,24,25,26,21,22,23,46,na,44,45,42,43,41,hb,ha,11,13,12,15,14,16,33,32,31,56,51,36,35,34,55,r,54,65
7,1,4,1,0,388,0,0,53,11,1,0,297,0,375383.0,0,120,166,0,0,599006.0,521277.0,148,0,0,3,0,0,0,0,0,394,0,1,1,492,222,0.8649737085393349,0,30
19,17,8,2,0,208,0,0,9,13,1,0,339,91,395930.0,0,48,146,1,0,626743.0,521277.0,148,0,1,2,0,0,0,1,0,550,0,0,0,493,66,0.8698545291106214,0,177
0,1,1,0,0,413,0,0,7,0,0,0,355,0,487543.0,0,118,168,0,0,580882.0,521277.0,149,0,0,2,0,0,0,0,0,6,0,0,0,494,610,0.9535658821250954,0,16
4,3,7,0,0,50,0,0,0,7,0,0,355,115,469382.0,0,25,146,0,0,597738.0,521277.0,146,2,1,0,0,2,0,1,0,615,0,0,0,493,1,0.9341339530736709,0,367
0,0,0,4,0,408,0,2,1,0,0,359,0,1,479766.0,260,1,0,24,0,518180.0,521277.0,147,0,3,0,1,0,493,0,0,1,0,0,0,1,576,0.970794371179151,39,19
20,3,0,2,0,373,0,1,0,8,9,344,0,25,411115.0,142,1,0,0,118,488921.0,521277.0,3,1,15,0,127,5,494,0,0,1,106,0,0,0,509,0.9313140614551474,0,33
0,1,0,3,0,405,0,4,1,10,0,347,0,1,472754.0,254,6,1,24,0,521012.0,521277.0,146,0,2,0,2,1,493,0,0,1,0,0,0,1,576,0.9646349707486945,39,22
3,1,0,0,0,404,0,0,8,0,1,353,0,0,504712.0,283,1,0,0,2,527349.0,521277.0,149,0,2,0,0,0,494,0,0,2,0,0,0,0,614,0.9856750821265571,0,23
4,8,0,7,0,52,0,2,0,9,1,350,0,6,459027.0,254,25,1,0,0,525458.0,521277.0,147,0,3,0,1,0,493,0,0,578,0,0,0,1,0,0.952978298125797,38,360
1,15,9,1,0,386,0,0,10,13,0,0,339,0,379021.0,0,115,146,0,25,585765.0,521277.0,139,8,1,2,0,1,0,0,0,372,0,1,0,493,244,0.8724708857244129,0,19
0,2,0,0,0,401,0,0,8,0,0,354,0,0,504258.0,285,1,0,0,0,530170.0,521277.0,147,0,4,0,0,0,494,0,0,2,0,0,0,0,614,0.9843124572923633,0,28
0,0,0,0,0,407,0,0,0,0,0,362,0,0,509846.0,285,1,0,0,0,526443.0,521277.0,150,0,0,0,0,1,494,0,0,2,0,0,0,0,614,0.9897582062609852,0,24
1,7,0,5,0,50,1,2,0,9,0,351,0,1,481983.0,260,25,0,0,0,536041.0,521277.0,147,0,3,0,1,0,493,0,0,610,0,0,0,1,0,0.9658879717024224,5,368
0,0,3,0,5,405,1,0,0,0,0,360,2,1,497038.0,24,1,0,260,0,529725.0,521277.0,146,1,3,0,0,1,1,0,0,2,0,0,0,493,608,0.9791985032686187,0,23
0,2,0,3,0,410,1,2,1,8,0,351,0,0,476066.0,260,1,0,0,25,509884.0,521277.0,143,0,5,0,1,2,493,0,0,1,0,0,0,1,574,0.9711217811688098,40,16
1,3,0,3,0,410,0,4,4,11,0,343,0,1,401971.0,227,58,0,0,0,520189.0,521277.0,146,0,2,0,2,1,492,0,0,154,0,1,0,1,420,0.9132056580538838,42,14
0,3,0,0,0,409,0,0,0,10,0,352,0,0,505331.0,281,4,1,0,0,527713.0,521277.0,146,0,4,0,0,1,494,0,0,2,0,0,0,0,614,0.9859944530316485,0,19
0,2,0,2,0,412,0,2,2,10,0,348,0,0,484639.0,280,5,1,0,0,516281.0,521277.0,146,0,3,0,1,1,493,0,0,1,0,0,0,1,580,0.975049604805911,35,15
0,2,0,0,0,421,0,0,0,10,0,352,0,0,511246.0,286,0,0,0,0,523499.0,521277.0,148,0,2,0,0,1,494,0,0,3,0,0,0,0,613,0.9918571381589766,0,8
8,1,0,1,0,402,0,1,0,12,8,341,0,0,427519.0,142,1,0,0,143,489332.0,521277.0,3,1,13,0,127,7,494,0,0,5,92,0,0,0,519,0.9431523443066838,0,19
2,2,7,0,0,371,0,0,16,0,0,0,346,47,465849.0,0,93,146,0,0,594069.0,521277.0,144,4,1,2,0,0,0,0,0,2,0,0,0,494,614,0.9328926453338595,0,49
0,2,0,1,0,414,0,2,1,10,0,349,0,0,484662.0,278,5,1,0,2,515446.0,521277.0,146,0,3,0,1,1,493,0,0,2,0,0,0,1,579,0.9753715336015464,35,14
